isbn,authors,original_publication_year,original_title,title,language_code,average_rating,image_url,small_image_url
61438294,"Joe Navarro, Marvin Karlins",2008,What Every Body is Saying: An FBI Agent's Guide to Speed-Reading People,What Every Body is Saying: An Ex-FBI Agent's Guide to Speed-Reading People,eng,3.9,https://images.gr-assets.com/books/1355055362m/1173576.jpg,https://images.gr-assets.com/books/1355055362s/1173576.jpg
515142891,Nora Roberts,1996,Finding the Dream,Finding the Dream (Dream Trilogy #3),eng,4.06,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
045121742X,Lauren Willig,2004,,"The Secret History of the Pink Carnation (Pink Carnation, #1)",en-US,3.69,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
684852225,Annie Proulx,1999,Close Range: Wyoming Stories,Close Range,en-US,3.99,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1557830665,"Stephen Sondheim, Hugh Wheeler, Christopher Godfrey Bond",1974,Sweeney Todd: The Demon Barber of Fleet Street (Applause Musical Library),Sweeney Todd: The Demon Barber of Fleet Street,eng,4.17,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
345450728,Kristin Hannah,2002,Distant Shores,Distant Shores,,3.7,https://images.gr-assets.com/books/1320544877m/836984.jpg,https://images.gr-assets.com/books/1320544877s/836984.jpg
,Tammara Webber,2011,Where You Are,"Where You Are (Between the Lines, #2)",eng,3.94,https://images.gr-assets.com/books/1367082773m/12067972.jpg,https://images.gr-assets.com/books/1367082773s/12067972.jpg
800871863,"ShÅ«saku EndÅç, William Johnston",1966,æ_ˆé»™,Silence,eng,4.1,https://images.gr-assets.com/books/1327991351m/25200.jpg,https://images.gr-assets.com/books/1327991351s/25200.jpg
545142997,Rachel Ward,2008,Numbers,"Numbers (Numbers, #1)",eng,3.46,https://images.gr-assets.com/books/1386036562m/6609758.jpg,https://images.gr-assets.com/books/1386036562s/6609758.jpg
749934409,J.D. Robb,2002,Reunion in Death,"Reunion in Death (In Death, #14)",eng,4.33,https://images.gr-assets.com/books/1305123931m/238140.jpg,https://images.gr-assets.com/books/1305123931s/238140.jpg
310245729,Philip Yancey,1977,Where Is God When It Hurts?,Where Is God When It Hurts?,en-GB,4.22,https://images.gr-assets.com/books/1328847643m/173572.jpg,https://images.gr-assets.com/books/1328847643s/173572.jpg
61727660,Jacqueline Winspear,2010,The Mapping of Love and Death,"The Mapping of Love and Death (Maisie Dobbs, #7)",en-US,4.19,https://images.gr-assets.com/books/1329659691m/6553733.jpg,https://images.gr-assets.com/books/1329659691s/6553733.jpg
1501141511,Bruce Springsteen,2016,Born to Run,Born to Run,eng,4.18,https://images.gr-assets.com/books/1472979089m/29072594.jpg,https://images.gr-assets.com/books/1472979089s/29072594.jpg
1476762627,Wednesday Martin,2015,,Primates of Park Avenue,eng,3.05,https://images.gr-assets.com/books/1430942586m/23492673.jpg,https://images.gr-assets.com/books/1430942586s/23492673.jpg
590396560,Tamora Pierce,2002,Cold Fire,"Cold Fire (The Circle Opens, #3)",eng,4.05,https://images.gr-assets.com/books/1328861813m/153792.jpg,https://images.gr-assets.com/books/1328861813s/153792.jpg
425197220,Nora Roberts,1994,Hidden Riches,Hidden Riches,en-US,3.97,https://images.gr-assets.com/books/1309207156m/114128.jpg,https://images.gr-assets.com/books/1309207156s/114128.jpg
042521575X,Nalini Singh,2007,Visions of Heat,Visions of Heat (Psy-Changeling #2),eng,4.13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
62363603,Margot Lee Shetterly,2016,Hidden Figures: The American Dream and the Untold Story of the Black Women Mathematicians Who Helped Win the Space Race,Hidden Figures: The American Dream and the Untold Story of the Black Women Mathematicians Who Helped Win the Space Race,eng,3.92,https://images.gr-assets.com/books/1481844518m/25953369.jpg,https://images.gr-assets.com/books/1481844518s/25953369.jpg
1861977697,Robert Greene,2001,Art of Seduction,The Art of Seduction,eng,4.05,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
446500038,Jacqueline Carey,2007,Kushiel's Justice,"Kushiel's Justice (Imriel's Trilogy, #2)",eng,4.24,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
356501507,Iain M. Banks,2012,The Hydrogen Sonata,The Hydrogen Sonata (Culture #10),eng,4.15,https://images.gr-assets.com/books/1340894566m/13497991.jpg,https://images.gr-assets.com/books/1340894566s/13497991.jpg
670064181,Joseph Boyden,2013,The Orenda,The Orenda,eng,4.24,https://images.gr-assets.com/books/1363710334m/17661831.jpg,https://images.gr-assets.com/books/1363710334s/17661831.jpg
553499084,R.J. Palacio,2014,The Julian chapter,The Julian Chapter (Wonder Story),eng,4.31,https://images.gr-assets.com/books/1399502333m/20878809.jpg,https://images.gr-assets.com/books/1399502333s/20878809.jpg
1406790273,John Locke,1689,An Essay Concerning Human Understanding,An Essay Concerning Human Understanding,,3.82,https://images.gr-assets.com/books/1416179522m/90078.jpg,https://images.gr-assets.com/books/1416179522s/90078.jpg
7120680,Agatha Christie,1969,Hallowe'en Party,"Hallowe'en Party (Hercule Poirot, #36)",eng,3.66,https://images.gr-assets.com/books/1295673439m/16307.jpg,https://images.gr-assets.com/books/1295673439s/16307.jpg
61869724,Sara Shepard,2011,Never Have I Ever ,"Never Have I Ever (The Lying Game, #2)",eng,4.03,https://images.gr-assets.com/books/1289526446m/9266793.jpg,https://images.gr-assets.com/books/1289526446s/9266793.jpg
,Brandon Sanderson,2016,Mistborn: Secret History,"Secret History (Mistborn, #3.5)",eng,4.38,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1881273652,"Gary Chapman, D. Ross Campbell",1995,The Five Love Languages of Children,The Five Love Languages of Children,,4.21,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1400077095,Alexander McCall Smith,2004,The Sunday Philosophy Club ,"The Sunday Philosophy Club (Isabel Dalhousie, #1)",en-US,3.36,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
042520300X,J.D. Robb,2004,"Visions in Death (In Death, #19)","Visions in Death (In Death, #19)",eng,4.33,https://images.gr-assets.com/books/1390188401m/238142.jpg,https://images.gr-assets.com/books/1390188401s/238142.jpg
451528719,"Henry James, Michael Cunningham",1880,Washington Square,Washington Square,,3.67,https://images.gr-assets.com/books/1309286618m/133954.jpg,https://images.gr-assets.com/books/1309286618s/133954.jpg
039575531X,"Carl R. Rogers, Peter D. Kramer",1961,On Becoming a Person:  A Therapist's View of Psychotherapy,On Becoming a Person: A Therapist's View of Psychotherapy,,4.11,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
,Kristen Proby,2013,,"Safe with Me (With Me in Seattle, #5)",eng,4.37,https://images.gr-assets.com/books/1375455697m/17201110.jpg,https://images.gr-assets.com/books/1375455697s/17201110.jpg
60556579,Matt Ridley,1993,The Red Queen: Sex and the Evolution of Human Nature,The Red Queen: Sex and the Evolution of Human Nature,en-US,4.02,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
,J.M. Darhower,2014,,"Monster in His Eyes (Monster in His Eyes, #1)",eng,4.21,https://images.gr-assets.com/books/1398071281m/21956060.jpg,https://images.gr-assets.com/books/1398071281s/21956060.jpg
1416566384,Mary Higgins Clark,2008,,Where Are You Now?,en-US,3.77,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
054529844X,David Baldacci,2013,,"Day of Doom (The 39 Clues: Cahills vs. Vespers, #6)",eng,4.13,https://images.gr-assets.com/books/1361785037m/12107925.jpg,https://images.gr-assets.com/books/1361785037s/12107925.jpg
1931514798,"Masami Tsuda, Darcy Lockman, Jack Niida",1996,å__æ°èå__å¥_ãÅ®äº‹æƒ… #1,"Kare Kano: His and Her Circumstances, Vol. 1",en-US,3.96,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
045146527X,Anne Bishop,2015,Vision in Silver ,"Vision in Silver (The Others, #3)",eng,4.27,https://images.gr-assets.com/books/1404354570m/21457243.jpg,https://images.gr-assets.com/books/1404354570s/21457243.jpg
1478927941,"James Patterson, Marshall Karp",2015,NYPD Red 3,"NYPD Red 3 (NYPD Red, #3)",,4.03,https://images.gr-assets.com/books/1423508688m/22674493.jpg,https://images.gr-assets.com/books/1423508688s/22674493.jpg
1408808870,Howard Jacobson,2010,The Finkler Question,The Finkler Question,eng,2.76,https://images.gr-assets.com/books/1319018978m/8664368.jpg,https://images.gr-assets.com/books/1319018978s/8664368.jpg
749934433,J.D. Robb,2003,Imitation in Death,"Imitation in Death (In Death, #17)",en-US,4.34,https://images.gr-assets.com/books/1305124047m/238139.jpg,https://images.gr-assets.com/books/1305124047s/238139.jpg
60594772,Iris Rainer Dart,1985,Beaches,Beaches,eng,4.14,https://images.gr-assets.com/books/1490973062m/1219954.jpg,https://images.gr-assets.com/books/1490973062s/1219954.jpg
440229081,David Almond,1998,Skellig,"Skellig (Skellig, #1)",eng,3.77,https://images.gr-assets.com/books/1320460285m/24271.jpg,https://images.gr-assets.com/books/1320460285s/24271.jpg
1420926993,David Hume,1748,An Enquiry concerning Human Understanding,An Enquiry Concerning Human Understanding,eng,3.9,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
743268571,Mary Higgins Clark,2007,I Heard That Song Before,I Heard That Song Before,eng,3.81,https://images.gr-assets.com/books/1408925501m/170641.jpg,https://images.gr-assets.com/books/1408925501s/170641.jpg
803741715,B.J. Novak,2014,The Book with No Pictures,The Book with No Pictures,eng,4.34,https://images.gr-assets.com/books/1400873472m/20821299.jpg,https://images.gr-assets.com/books/1400873472s/20821299.jpg
671700758,Maxwell Maltz,1960,Psycho-Cybernetics. A New Way to Get More Living Out of Life,"Psycho-Cybernetics, A New Way to Get More Living Out of Life",,4.2,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
061871166X,Amitav Ghosh,2004,The Hungry Tide,The Hungry Tide,eng,3.91,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
385337639,Mary Lawson,2002,Crow Lake,Crow Lake,eng,3.85,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
,Catherine Ryan Hyde,2011,Don't Let Me Go,Don't Let Me Go,en-US,4.13,https://images.gr-assets.com/books/1348261563m/15728921.jpg,https://images.gr-assets.com/books/1348261563s/15728921.jpg
140086838,Leslie Marmon Silko,1977,Ceremony,Ceremony,en-US,3.73,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
307594165,Toni Morrison,2011,Home,Home,,3.71,https://images.gr-assets.com/books/1333576666m/13152998.jpg,https://images.gr-assets.com/books/1333576666s/13152998.jpg
1632156741,"Brian K. Vaughan, Cliff Chiang, Matthew Wilson",2016,The Paper Girls - Vol 1,"Paper Girls, Vol. 1 (Paper Girls, #1)",eng,3.87,https://images.gr-assets.com/books/1458578587m/28204534.jpg,https://images.gr-assets.com/books/1458578587s/28204534.jpg
888994168,Deborah Ellis,2000,The Breadwinner,"The Breadwinner (The Breadwinner, #1)",eng,3.93,https://images.gr-assets.com/books/1388330682m/828015.jpg,https://images.gr-assets.com/books/1388330682s/828015.jpg
778314472,Robyn Carr,2013,The Wanderer,"The Wanderer (Thunder Point, #1)",eng,3.95,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1582346178,Stephen Clarke,2004,A Year in the Merde,A Year in the Merde,en-US,3.54,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
62132520,Dorothea Benton Frank,2014,The Hurricane Sisters ,The Hurricane Sisters,eng,3.49,https://images.gr-assets.com/books/1395873591m/18635039.jpg,https://images.gr-assets.com/books/1395873591s/18635039.jpg
802141323,"Frantz Fanon, Jean-Paul Sartre, Richard Philcox, Homi K. Bhabha",1961,Les DamnÃ©s de la terre,The Wretched of the Earth,eng,4.16,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1416516859,Clive Cussler,1984,Deep Six,"Deep Six (Dirk Pitt, #7)",en-US,3.88,https://images.gr-assets.com/books/1400897211m/41698.jpg,https://images.gr-assets.com/books/1400897211s/41698.jpg
1576739759,"Bruce H. Wilkinson, David Kopp",2001,Secrets of the Vine: Breaking Through to Abundance,Secrets of the Vine: Breaking Through to Abundance,en-US,4.13,https://images.gr-assets.com/books/1335813686m/974122.jpg,https://images.gr-assets.com/books/1335813686s/974122.jpg
553586386,"Anne Frank, Susan Massotty",1960,"Verhaaltjes, en gebeurtenissen uit het Achterhuis. Cady's leven",Anne Frank's Tales from the Secret Annex,,4.23,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
080413717X,Robert Jackson Bennett,2014,City of Stairs,"City of Stairs (The Divine Cities, #1)",eng,4.13,https://images.gr-assets.com/books/1394545220m/20174424.jpg,https://images.gr-assets.com/books/1394545220s/20174424.jpg
743484274,Mary Higgins Clark,1980,The Cradle Will Fall,The Cradle Will Fall,,3.89,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
439108381,Bruce Coville,1994,Into the Land of the Unicorns,"Into the Land of the Unicorns (Unicorn Chronicles, #1)",en-US,4.04,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
373250746,"Lauren Henderson, Chris Manby, Sarah Mlynowski, Jill A. Davis, Stella Duffy, Lisa Jewell, Marian Keyes, Sophie Kinsella, AdÃ¨le Lang, Carole Matthews, Anna Maxted, Megan McCafferty, Alisa Valdes, Isabel Wolff, Meg Cabot, Jessica Adams, Louise Bagshawe, Emily Barr, Jenny Colgan, Lynda Curnyn, Jennifer Weiner",2004,Girls Night In,Girls' Night In,eng,3.61,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
60938110,"Irvin D. Yalom, Nicola Ferguson",2001,The Gift of Therapy: An Open Letter to a New Generation of Therapists and Their Patients,The Gift of Therapy: An Open Letter to a New Generation of Therapists and Their Patients,,4.22,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1591841003,Seth Godin,2005,All Marketers Are Liars: The Power of Telling Authentic Stories in a Low-Trust World,All Marketers Are Liars: The Power of Telling Authentic Stories in a Low-Trust World,en-US,3.88,https://images.gr-assets.com/books/1420382656m/160830.jpg,https://images.gr-assets.com/books/1420382656s/160830.jpg
756403146,C.S. Friedman,1991,Black Sun Rising,"Black Sun Rising (The Coldfire Trilogy, #1)",en-US,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
039915776X,David R. Gillham,2012,,City of Women,,3.8,https://images.gr-assets.com/books/1479779319m/13593526.jpg,https://images.gr-assets.com/books/1479779319s/13593526.jpg
486270653,MoliÃ¨re,1666,Le Misanthrope ou L'Atrabilaire Amoureux,The Misanthrope,eng,3.78,https://images.gr-assets.com/books/1416873266m/752994.jpg,https://images.gr-assets.com/books/1416873266s/752994.jpg
345340442,David Eddings,1984,"The Belgariad Boxed Set: Pawn of Prophecy, Queen of Sorcery, Magician's Gambit, Castle of Wizardry, & Enchanters' End Game (The Belgariad, #1-5)","The Belgariad Boxed Set: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit / Castle of Wizardry / Enchanters' End Game (The Belgariad, #1-5)",eng,4.26,https://images.gr-assets.com/books/1391347386m/44660.jpg,https://images.gr-assets.com/books/1391347386s/44660.jpg
753819481,Alice Walker,1989,The Temple of My Familiar,The Temple of My Familiar,eng,4.05,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
349400202,J.R. Ward,2011,"Envy (Fallen Angels, #3)","Envy (Fallen Angels, #3)",eng,4.21,https://images.gr-assets.com/books/1464568467m/9542259.jpg,https://images.gr-assets.com/books/1464568467s/9542259.jpg
,Veronica Roth,2014,Four: The Son,"The Son (Divergent, #0.3)",eng,4.11,https://images.gr-assets.com/books/1395049991m/18892134.jpg,https://images.gr-assets.com/books/1395049991s/18892134.jpg
312949812,Lisa Kleypas,2008,Seduce Me at Sunrise,"Seduce Me at Sunrise (The Hathaways, #2)",eng,4.1,https://images.gr-assets.com/books/1390526497m/2948832.jpg,https://images.gr-assets.com/books/1390526497s/2948832.jpg
373212054,Jennifer L. Armentrout,2016,The Problem with Forever,The Problem with Forever,eng,4,https://images.gr-assets.com/books/1452349399m/26721568.jpg,https://images.gr-assets.com/books/1452349399s/26721568.jpg
385755929,Jennifer Niven,2016,Holding Up the Universe,Holding Up the Universe,eng,3.93,https://images.gr-assets.com/books/1463377718m/28686840.jpg,https://images.gr-assets.com/books/1463377718s/28686840.jpg
141006579,Sarah Vowell,2000,Take the Cannoli: Stories from the New World,Take the Cannoli,,3.86,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1594487154,Daniel H. Pink,2012,,To Sell Is Human: The Surprising Truth About Moving Others,,3.89,https://images.gr-assets.com/books/1355138750m/13593553.jpg,https://images.gr-assets.com/books/1355138750s/13593553.jpg
451037707,James D. Watson,1968,The Double Helix: A Personal Account of the Discovery of the Structure of DNA,The Double Helix,eng,3.87,https://images.gr-assets.com/books/1384152213m/126061.jpg,https://images.gr-assets.com/books/1384152213s/126061.jpg
718147715,Jamie Oliver,2006,Cook with Jamie,Cook with Jamie,eng,4.05,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
553580302,"Brian Herbert, Kevin J. Anderson",2000,Dune: House Harkonnen,House Harkonnen (Prelude to Dune #2),eng,3.63,https://images.gr-assets.com/books/1403181168m/20253.jpg,https://images.gr-assets.com/books/1403181168s/20253.jpg
749909056,Sherrilyn Kenyon,2009,Dream Warrior,Dream Warrior (Dream-Hunter #4; Dark-Hunter #17),eng,4.21,https://images.gr-assets.com/books/1358132728m/2992069.jpg,https://images.gr-assets.com/books/1358132728s/2992069.jpg
1400066212,Tracy Kidder,2000,Strength in What Remains,Strength in What Remains: A Journey of Remembrance and Forgiveness,eng,4.01,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
714840831,"Shoichi Aoki, Mark Sanders, Shoich Aoki",2001,,FRUiTS,en-US,3.94,https://images.gr-assets.com/books/1431398203m/46913.jpg,https://images.gr-assets.com/books/1431398203s/46913.jpg
312966202,James Herriot,1981,The Lord God Made Them All,The Lord God Made Them All,en-US,4.39,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7191480,Louise Rennison,2005,... Then He Ate My Boy Entracers,"Then He Ate My Boy Entrancers (Confessions of Georgia Nicolson, #6)",eng,4.09,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
60267887,Arnold Lobel,1987,Frog And Toad Book Set: Frog And Toad Are Friends; Frog And Toad Together; Days With Frog And Toad; Frog And Toad All Year,The Frog and Toad Treasury: Frog and Toad are Friends/Frog and Toad Together/Frog and Toad All Year  (Frog and Toad #1-3),,4.4,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
,"Haruki Murakami, Jay Rubin",2009,1Q84 Books 1-2,"1Q84 #1-2 (1Q84, #1-2)",eng,4.07,https://images.gr-assets.com/books/1327925087m/12254379.jpg,https://images.gr-assets.com/books/1327925087s/12254379.jpg
6499473,"Mary Westmacott, Agatha Christie",1944,Absent in the Spring ,Absent In The Spring,eng,4.14,https://images.gr-assets.com/books/1396225976m/140345.jpg,https://images.gr-assets.com/books/1396225976s/140345.jpg
,Kristen Ashley,2011,,"Rock Chick Reckoning (Rock Chick, #6)",eng,4.44,https://images.gr-assets.com/books/1328300013m/13065142.jpg,https://images.gr-assets.com/books/1328300013s/13065142.jpg
399162593,Lynda Mullaly Hunt,2015,Fish In A Tree,Fish in a Tree,eng,4.28,https://images.gr-assets.com/books/1403181554m/22402972.jpg,https://images.gr-assets.com/books/1403181554s/22402972.jpg
345528921,Debbie Macomber,2012,The Inn At Rose Harbor,The Inn at Rose Harbor (Rose Harbor #1),eng,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
770435629,Fiona Carnarvon,2011,Lady Almina and the Real Downton Abbey: The Lost Legacy of Highclere Castle,Lady Almina and the Real Downton Abbey: The Lost Legacy of Highclere Castle,eng,3.61,https://images.gr-assets.com/books/1344371479m/12926432.jpg,https://images.gr-assets.com/books/1344371479s/12926432.jpg
451460413,S.M. Stirling,2004,Dies the Fire ,"Dies the Fire (Emberverse, #1)",eng,3.92,https://images.gr-assets.com/books/1414175443m/116445.jpg,https://images.gr-assets.com/books/1414175443s/116445.jpg
,Rachel Abbott,2015,,"Stranger Child (DCI Tom Douglas, #4)",eng,4.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1591840538,"Bethany McLean, Peter Elkind",2003,The Smartest Guys in the Room: The Amazing Rise and Scandalous Fall of Enron,The Smartest Guys in the Room: The Amazing Rise and Scandalous Fall of Enron,,4.14,https://images.gr-assets.com/books/1309204701m/113576.jpg,https://images.gr-assets.com/books/1309204701s/113576.jpg
62359983,Jacqueline Woodson,2016,Another Brooklyn,Another Brooklyn,eng,3.87,https://images.gr-assets.com/books/1491253077m/27213163.jpg,https://images.gr-assets.com/books/1491253077s/27213163.jpg
451218469,John Shors,2004,Beneath a Marble Sky,Beneath a Marble Sky,eng,3.99,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
765354934,"Douglas Preston, Lincoln Child",1996,Mount Dragon,Mount Dragon,,3.91,https://images.gr-assets.com/books/1312037682m/39032.jpg,https://images.gr-assets.com/books/1312037682s/39032.jpg
042511984X,"Brian Coffey, Dean Koontz",1977,The Face of Fear,The Face of Fear,eng,3.8,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
157322359X,Kurt Cobain,2002,Journals,Journals,,3.98,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
316210986,"James Patterson, Michael Ledwidge",2013,Gone,"Gone (Michael Bennett, #6)",eng,4.01,https://images.gr-assets.com/books/1369155131m/17333279.jpg,https://images.gr-assets.com/books/1369155131s/17333279.jpg
330412744,Don DeLillo,2003,Cosmopolis,Cosmopolis,en-GB,3.22,https://images.gr-assets.com/books/1328389098m/28703.jpg,https://images.gr-assets.com/books/1328389098s/28703.jpg
380704420,Mary Downing Hahn,1986,,Wait Till Helen Comes,eng,4.14,https://images.gr-assets.com/books/1486692223m/267972.jpg,https://images.gr-assets.com/books/1486692223s/267972.jpg
61257052,Adriana Trigiani,2009,Very Valentine,Very Valentine,en-US,3.8,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1401210015,"Bill Willingham, Mark Buckingham, Steve Leialoha, Shawn McManus, Andrew Pepoy",2006,"Fables, Volume 8: Wolves","Fables, Vol. 8: Wolves",eng,4.28,https://images.gr-assets.com/books/1375393296m/21324.jpg,https://images.gr-assets.com/books/1375393296s/21324.jpg
